"age","workclass","fnlwgt","education","educational-num","marital-status","occupation","relationship","race","gender","capital-gain","capital-loss","hours-per-week","native-country","income"
33,"Self-emp-not-inc",109509,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
20,"Private",314539,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Private",208908,"Some-college",10,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
20,"Private",223811,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,23,"United-States","<=50K"
21,"Private",97295,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
29,"Private",253003,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,2258,45,"United-States",">50K"
37,"Private",193106,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
20,"?",228326,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,60,"United-States","<=50K"
24,"Self-emp-not-inc",285580,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,25,"United-States","<=50K"
20,"Private",139715,"HS-grad",9,"Never-married","Craft-repair","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
26,"Private",156848,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private",50648,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,45,"United-States","<=50K"
26,"Private",122920,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,56,"United-States","<=50K"
21,"Private",227220,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Female",0,0,33,"United-States","<=50K"
20,"Private",133061,"Some-college",10,"Never-married","Transport-moving","Other-relative","White","Male",0,0,40,"United-States","<=50K"
20,"Private",24274,"HS-grad",9,"Never-married","Other-service","Unmarried","Amer-Indian-Eskimo","Female",0,0,35,"United-States","<=50K"
26,"Private",263444,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Male",14344,0,40,"United-States",">50K"
28,"Private",216013,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",320294,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
22,"Self-emp-inc",120753,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,50,"United-States","<=50K"
27,"Private",213921,"Some-college",10,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,30,"Mexico","<=50K"
30,"Private",94235,"11th",7,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
32,"Private",111520,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,34,"United-States","<=50K"
22,"State-gov",247319,"Some-college",10,"Never-married","Other-service","Not-in-family","Amer-Indian-Eskimo","Female",0,0,60,"United-States","<=50K"
24,"Private",112137,"Bachelors",13,"Never-married","Sales","Own-child","Asian-Pac-Islander","Female",0,0,50,"South","<=50K"
28,"Self-emp-not-inc",146949,"10th",6,"Never-married","Sales","Own-child","White","Male",0,0,80,"United-States","<=50K"
28,"Private",107812,"9th",5,"Never-married","Transport-moving","Not-in-family","White","Male",6849,0,35,"United-States","<=50K"
26,"Private",216842,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,10,"United-States","<=50K"
34,"Private",112115,"Bachelors",13,"Never-married","Exec-managerial","Other-relative","White","Male",0,0,40,"United-States","<=50K"
21,"Local-gov",185279,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,20,"United-States","<=50K"
27,"Private",581128,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States","<=50K"
30,"Private",45427,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,70,"United-States","<=50K"
36,"Private",185848,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
25,"Private",274228,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
33,"Self-emp-not-inc",94041,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1974,30,"United-States","<=50K"
33,"Private",188403,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,44,"United-States","<=50K"
37,"Self-emp-not-inc",284616,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,48,"United-States","<=50K"
20,"?",369907,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,20,"United-States","<=50K"
34,"Private",608881,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
31,"Self-emp-inc",112564,"Some-college",10,"Never-married","Sales","Other-relative","White","Male",0,0,40,"?","<=50K"
25,"Private",171472,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,42,"United-States","<=50K"
20,"Private",236804,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,15,"United-States","<=50K"
32,"Private",97281,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
22,"Private",117606,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,8,"United-States","<=50K"
25,"Private",222089,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"Thailand","<=50K"
36,"Private",326352,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
22,"Private",213834,"Assoc-voc",11,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
20,"?",323309,"HS-grad",9,"Never-married","?","Own-child","Other","Male",0,0,60,"South","<=50K"
21,"Private",190916,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
22,"Private",384787,"9th",5,"Never-married","Sales","Other-relative","White","Female",0,0,40,"Mexico","<=50K"
31,"Self-emp-not-inc",24504,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Male",0,0,50,"United-States","<=50K"
33,"Federal-gov",207723,"Masters",14,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"?","<=50K"
23,"Private",430151,"11th",7,"Never-married","Craft-repair","Unmarried","White","Male",0,0,30,"United-States","<=50K"
32,"Private",101345,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,1741,40,"United-States","<=50K"
20,"Private",24008,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
35,"?",224466,"HS-grad",9,"Never-married","?","Other-relative","Black","Male",0,0,24,"United-States","<=50K"
22,"Private",155913,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,18,"United-States","<=50K"
28,"Private",197222,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,38,"United-States","<=50K"
28,"Private",196286,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
28,"Private",257405,"5th-6th",3,"Never-married","Farming-fishing","Unmarried","Black","Male",0,0,40,"Mexico","<=50K"
40,"Private",87771,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
23,"Private",133515,"Bachelors",13,"Never-married","Sales","Unmarried","White","Female",0,0,20,"United-States","<=50K"
25,"Private",202033,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
28,"?",243190,"Bachelors",13,"Never-married","?","Not-in-family","Asian-Pac-Islander","Male",0,0,30,"?","<=50K"
25,"Private",81286,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",2174,0,40,"United-States","<=50K"
23,"?",205690,"Assoc-voc",11,"Never-married","?","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
35,"State-gov",37314,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
26,"Federal-gov",345157,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
27,"Private",159109,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,42,"United-States","<=50K"
34,"Private",54608,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Local-gov",433602,"HS-grad",9,"Never-married","Sales","Own-child","Black","Male",0,0,38,"United-States","<=50K"
35,"Private",70282,"HS-grad",9,"Never-married","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
22,"Private",259109,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,18,"United-States","<=50K"
21,"Local-gov",176998,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Self-emp-not-inc",48520,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,80,"United-States","<=50K"
25,"Private",179255,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,25,"United-States","<=50K"
27,"Private",239130,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Male",0,2444,40,"United-States",">50K"
28,"Private",66893,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1564,50,"United-States",">50K"
23,"Private",215616,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
25,"Private",172402,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
23,"Private",33016,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Private",267281,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
33,"Federal-gov",43608,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
28,"Private",370675,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1408,50,"Hong","<=50K"
25,"Private",407714,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
36,"?",247547,"HS-grad",9,"Never-married","?","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
28,"Private",182509,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
21,"Private",265361,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
26,"State-gov",106491,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
22,"Private",216129,"Some-college",10,"Never-married","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Private",48121,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Private",181212,"Some-college",10,"Never-married","Exec-managerial","Other-relative","White","Female",0,0,40,"United-States","<=50K"
24,"Private",295073,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,50,"United-States","<=50K"
24,"Private",211968,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private",188923,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K"
30,"Private",391114,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",119929,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,47,"United-States","<=50K"
24,"Private",130442,"Assoc-voc",11,"Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
24,"Self-emp-inc",197496,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,0,20,"United-States","<=50K"
28,"Private",437994,"Some-college",10,"Never-married","Other-service","Not-in-family","Black","Male",0,0,60,"United-States","<=50K"
20,"Private",167868,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
25,"Private",150132,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
23,"Private",365881,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,25,"United-States","<=50K"
36,"Private",161547,"Bachelors",13,"Never-married","Sales","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
35,"Self-emp-not-inc",241126,"HS-grad",9,"Never-married","Craft-repair","Other-relative","White","Male",0,0,60,"United-States","<=50K"
23,"Private",256356,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
20,"Private",107882,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
36,"Private",292570,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",3325,0,40,"United-States","<=50K"
23,"Private",223367,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
26,"Private",160264,"11th",7,"Never-married","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
23,"Private",191878,"Some-college",10,"Never-married","Sales","Own-child","Black","Female",0,0,38,"?","<=50K"
35,"Federal-gov",403489,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Private",89991,"Some-college",10,"Never-married","Sales","Other-relative","White","Female",0,0,35,"United-States","<=50K"
27,"Private",240172,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
31,"Self-emp-not-inc",271173,"Some-college",10,"Never-married","Craft-repair","Own-child","Black","Male",4650,0,40,"United-States","<=50K"
27,"Private",199118,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",4865,0,40,"United-States","<=50K"
23,"Private",112854,"Some-college",10,"Never-married","Sales","Other-relative","White","Female",0,0,35,"United-States","<=50K"
25,"Private",266668,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,20,"United-States","<=50K"
26,"Self-emp-not-inc",389856,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
25,"Private",232938,"Some-college",10,"Never-married","Farming-fishing","Unmarried","White","Male",0,0,40,"United-States","<=50K"
20,"Private",184779,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
32,"Local-gov",178107,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
22,"Private",198956,"HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","Other","Male",0,0,35,"United-States","<=50K"
32,"Self-emp-not-inc",158603,"Assoc-voc",11,"Never-married","Sales","Unmarried","White","Female",0,0,7,"United-States","<=50K"
34,"Private",169583,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States",">50K"
35,"Private",106471,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
25,"Private",335376,"Assoc-acdm",12,"Never-married","Adm-clerical","Own-child","White","Female",0,0,38,"United-States","<=50K"
38,"Private",186531,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
21,"State-gov",42706,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,30,"United-States","<=50K"
29,"Private",180115,"HS-grad",9,"Never-married","Tech-support","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
26,"Private",199224,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
22,"Private",227943,"Some-college",10,"Never-married","Protective-serv","Own-child","White","Male",0,0,40,"United-States","<=50K"
34,"Private",230246,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",2202,0,99,"United-States","<=50K"
32,"Private",178691,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,45,"United-States","<=50K"
22,"Local-gov",326283,"Some-college",10,"Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Male",0,0,20,"United-States","<=50K"
24,"Private",186648,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Male",0,0,25,"United-States","<=50K"
21,"Private",100345,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,53,"United-States","<=50K"
26,"Private",104257,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
40,"Private",112247,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
35,"Private",194490,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Private",197967,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Private",193130,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","<=50K"
20,"Private",143964,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Female",0,0,40,"United-States","<=50K"
21,"Federal-gov",201815,"Some-college",10,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,30,"United-States","<=50K"
35,"Private",202263,"Assoc-acdm",12,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
21,"Private",122048,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,29,"United-States","<=50K"
23,"Private",231866,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,38,"United-States","<=50K"
28,"Private",25955,"Assoc-voc",11,"Never-married","Prof-specialty","Unmarried","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
24,"Self-emp-inc",242138,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
22,"Private",218215,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
24,"Private",403107,"Preschool",1,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
29,"State-gov",103389,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",4787,0,40,"United-States",">50K"
27,"Private",344094,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
23,"Private",340432,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",160192,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","White","Male",6849,0,80,"United-States","<=50K"
24,"Private",210474,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
21,"Self-emp-not-inc",328906,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",4865,0,35,"United-States","<=50K"
26,"Private",247196,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,35,"United-States","<=50K"
38,"Private",218490,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
37,"Local-gov",76845,"Masters",14,"Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,40,"?","<=50K"
37,"Local-gov",484475,"Bachelors",13,"Never-married","Other-service","Not-in-family","Black","Male",0,0,60,"United-States","<=50K"
22,"Private",114357,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
22,"?",33016,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
34,"Private",262118,"Assoc-voc",11,"Never-married","Exec-managerial","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
29,"Private",116531,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
27,"Private",142621,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private",24896,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,35,"United-States","<=50K"
38,"Self-emp-not-inc",111499,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
24,"Private",307267,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Private",354351,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"?",175431,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Private",233198,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
25,"Self-emp-not-inc",314464,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Private",154556,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,15,"?","<=50K"
36,"Local-gov",187411,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States",">50K"
31,"Private",193285,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private",117767,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
40,"Local-gov",225660,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
25,"State-gov",203279,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,20,"India","<=50K"
30,"Private",202046,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
22,"Private",380899,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
26,"Private",111058,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,50,"United-States","<=50K"
27,"State-gov",162312,"Some-college",10,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,50,"South","<=50K"
39,"Private",308945,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,50,"United-States","<=50K"
24,"Private",234259,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","<=50K"
30,"Private",49358,"12th",8,"Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States","<=50K"
21,"Private",214956,"Some-college",10,"Never-married","Tech-support","Own-child","White","Male",0,0,30,"United-States","<=50K"
37,"Local-gov",136749,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
27,"?",258231,"HS-grad",9,"Never-married","?","Not-in-family","White","Male",0,0,35,"?","<=50K"
33,"Self-emp-not-inc",114639,"11th",7,"Never-married","Farming-fishing","Unmarried","White","Male",0,0,40,"United-States","<=50K"
23,"Private",123586,"Some-college",10,"Never-married","Adm-clerical","Own-child","Other","Male",0,0,25,"United-States","<=50K"
37,"Self-emp-inc",593246,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Female",0,0,50,"United-States",">50K"
31,"Private",48456,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Private",182117,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,0,28,"United-States","<=50K"
40,"Self-emp-not-inc",29702,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,85,"United-States","<=50K"
36,"Private",179731,"HS-grad",9,"Never-married","Priv-house-serv","Other-relative","White","Female",0,0,20,"?","<=50K"
20,"Private",143062,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
25,"Private",211392,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
26,"Federal-gov",271243,"12th",8,"Never-married","Adm-clerical","Not-in-family","Black","Male",0,0,40,"Haiti","<=50K"
25,"Local-gov",197822,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
29,"?",212588,"Bachelors",13,"Never-married","?","Not-in-family","White","Male",0,0,53,"United-States","<=50K"
22,"Private",193385,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
31,"Private",185778,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
38,"Private",340763,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","Black","Male",0,2339,47,"United-States","<=50K"
30,"Private",35644,"Assoc-voc",11,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States","<=50K"
24,"Private",209034,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
21,"Private",376416,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
22,"Private",209646,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,6,"United-States","<=50K"
23,"Private",208946,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Private",249150,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,24,"United-States","<=50K"
23,"Private",219519,"Some-college",10,"Never-married","Sales","Not-in-family","Black","Female",0,0,30,"United-States","<=50K"
21,"Private",195571,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,25,"United-States","<=50K"
26,"Private",156848,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Private",131404,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,30,"United-States","<=50K"
21,"?",216867,"Some-college",10,"Never-married","?","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
30,"Private",175413,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Black","Female",0,0,35,"United-States","<=50K"
33,"Private",93283,"Bachelors",13,"Never-married","Prof-specialty","Unmarried","White","Male",0,0,40,"United-States","<=50K"
21,"Self-emp-inc",225442,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
38,"State-gov",196373,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
20,"Private",258730,"HS-grad",9,"Never-married","Priv-house-serv","Own-child","White","Female",0,0,40,"United-States","<=50K"
24,"Private",190293,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Private",300275,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private",99697,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,40,"United-States","<=50K"
27,"Private",178713,"11th",7,"Never-married","Sales","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
23,"?",164732,"Some-college",10,"Never-married","?","Not-in-family","White","Male",0,0,10,"United-States","<=50K"
30,"State-gov",714597,"Some-college",10,"Never-married","Protective-serv","Not-in-family","Black","Male",0,0,45,"United-States","<=50K"
22,"Private",169188,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
33,"Private",97723,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Self-emp-inc",154782,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,20,"United-States","<=50K"
27,"?",132372,"HS-grad",9,"Never-married","?","Unmarried","White","Female",0,0,40,"?","<=50K"
37,"State-gov",106347,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
32,"Self-emp-inc",206297,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
